player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jeremy Maclin,4942,WR,PHI,16,11.7,3,63.3,,0,0,0,8.8,6,39,24,0,66.3,81.1,70.4,,69.4,0.0,0,2,76,0.0,0,552,2,62,94.4,521,16.8,93,101.9,98,5,83.2,459,908,322,5.2,14.6,1.74
Percy Harvin,4945,WR,MIN,17,9.5,16,67.3,,0,0,0,7.0,5,43,18,0,62.0,56.8,82.3,,83.4,0.0,0,1,51,0.0,0,399,5,66,94.2,376,86.5,345,109.6,98,6,10.8,43,829,403,6.1,12.6,2.2
Mario Manningham,4409,WR,NYG,14,12.4,18,59.4,,0,0,0,14.9,10,41,21,1,43.2,52.9,75.9,,75.4,0.0,0,2,49,0.0,0,431,1,57,94.7,408,5.8,25,96.1,96,5,94.2,406,825,272,4.8,14.5,2.02
Dustin Keller,4344,TE,NYJ,19,9.3,4,60.0,,0,0,0,9.5,6,38,22,1,56.7,43.4,66.7,69.2,68.5,54.9,242,4,45,4.8,21,441,4,57,91.8,405,32.9,145,82.9,95,5,9.8,43,703,292,5.1,12.3,1.74
Steve Breaston,3758,WR,ARZ,17,12.0,2,70.2,,0,0,0,2.9,2,41,1,0,86.2,81.5,72.0,,69.5,0.0,0,5,45,0.0,0,582,2,66,95.4,555,18.0,105,92.0,94,4,82.0,477,889,226,3.4,13.5,1.6
Roy Williams,1728,WR,DAL,17,12.3,7,46.2,,0,0,0,17.3,9,33,9,1,29.5,32.4,59.2,,57.5,0.0,0,1,66,0.0,0,581,1,43,95.7,556,13.9,81,90.6,93,7,86.1,500,656,252,5.9,15.3,1.18
Zach Miller,3654,TE,OAK,15,8.8,5,71.7,,0,0,1,5.7,4,31,23,0,74.1,81.1,77.4,56.6,81.6,79.5,434,4,86,19.2,105,546,5,66,76.6,418,13.4,73,91.1,92,3,1.1,6,805,379,5.7,12.2,1.93
Donnie Avery,4347,WR,SL,16,11.7,6,51.1,,0,0,0,11.3,6,28,26,1,43.3,39.7,61.2,,60.0,0.0,0,4,50,0.0,0,517,3,47,95.4,493,18.0,93,71.3,92,5,81.2,420,589,261,5.6,12.5,1.19
Heath Miller,2247,TE,PIT,16,5.9,10,82.6,,0,0,0,5.0,4,37,25,2,73.1,28.2,79.6,64.6,72.6,61.0,380,1,41,17.3,108,623,6,76,78.2,487,29.1,181,119.6,92,6,2.1,13,789,432,5.7,10.4,1.62
Louis Murphy Jr.,5048,WR,OAK,16,15.9,4,37.4,,0,0,0,17.1,7,26,23,0,31.7,78.9,62.8,,62.8,0.0,0,3,75,0.0,0,458,6,34,93.2,427,37.8,173,58.0,91,4,62.0,284,521,136,4.0,15.3,1.22
Torry Holt,441,WR,JAX,15,13.2,1,56.7,,0,0,1,3.8,2,35,15,1,80.0,39.2,70.8,,69.9,0.0,0,2,63,0.0,0,503,3,51,95.6,481,6.0,30,73.5,90,0,94.0,473,722,115,2.3,14.2,1.5
Devin Hester,3002,WR,CHI,13,11.4,6,64.0,,0,0,0,6.6,4,35,6,1,68.4,31.8,71.8,,73.1,0.0,0,3,48,0.0,0,434,3,57,95.4,414,13.6,59,88.1,89,3,86.4,375,757,303,5.3,13.3,1.83
Nate Washington,2832,WR,TEN,16,15.1,2,52.8,,0,0,0,13.0,7,34,31,1,48.4,79.3,70.8,,67.7,0.6,3,4,35,0.0,0,498,1,47,97.0,483,8.8,44,76.8,89,6,90.2,449,576,103,2.2,12.3,1.19
Andre Caldwell,4411,WR,CIN,17,9.6,5,60.2,,0,0,0,8.6,5,31,7,1,59.5,40.4,67.7,70.9,66.4,0.0,0,4,24,0.2,1,427,1,53,94.1,402,69.8,298,67.3,88,3,29.7,127,477,139,2.6,9.0,1.19
Mohamed Massaquoi,4973,WR,CLV,16,17.9,3,39.1,,0,0,0,12.8,5,25,8,1,44.3,28.7,66.9,,64.4,0.0,0,6,59,0.0,0,408,1,34,96.6,394,11.3,46,47.3,87,3,88.7,362,624,170,5.0,18.4,1.58
Michael Jenkins,1750,WR,ATL,15,13.7,0,57.5,,0,0,1,9.1,5,29,2,0,64.8,79.3,64.0,67.4,62.5,1.5,8,4,50,0.2,1,520,3,50,94.8,493,21.2,110,65.1,87,1,77.1,401,635,133,2.7,12.7,1.29
Muhsin Muhammad,173,WR,CAR,14,12.4,3,61.6,,0,0,2,3.6,2,32,5,0,80.8,79.8,73.2,66.4,67.6,0.4,2,5,27,0.2,1,447,4,53,94.9,424,20.8,93,61.2,86,1,78.7,352,581,135,2.5,11.0,1.37
Jabar Gaffney,1040,WR,DEN,16,9.6,6,63.5,,0,0,0,6.9,4,36,10,0,67.4,79.8,70.3,67.4,68.6,0.0,0,1,49,0.2,1,486,0,54,95.1,462,46.1,224,93.8,85,2,53.9,262,732,276,5.1,13.6,1.58
Earl Bennett,4384,WR,CHI,16,8.9,8,63.5,,0,0,0,5.3,3,32,6,1,75.0,41.6,69.2,,68.2,0.0,0,5,71,0.0,0,529,2,54,95.3,504,62.0,328,73.5,85,2,38.0,201,717,329,6.1,13.3,1.42
Laveranues Coles,638,WR,CIN,17,9.4,3,57.6,,0,0,1,9.3,5,32,7,1,57.4,38.8,68.2,,66.3,0.0,0,3,40,0.0,0,436,1,49,95.6,417,42.0,183,86.5,85,6,57.6,251,562,201,4.1,11.5,1.35
Chris Chambers,821,WR,KC,16,15.4,2,52.9,,0,0,1,10.0,5,32,16,0,54.7,78.8,72.3,,71.4,0.0,0,6,61,0.0,0,466,5,45,95.9,447,12.7,59,72.2,85,5,87.3,407,730,206,4.6,16.2,1.63
Lee Evans,1734,WR,BUF,16,13.8,1,53.0,,0,0,0,6.4,3,27,4,0,69.5,78.8,69.3,,66.4,0.0,0,5,50,0.0,0,535,1,44,96.3,515,4.9,26,80.0,83,7,95.1,509,612,99,2.3,13.9,1.19
Bryant Johnson,1333,WR,DET,16,14.0,2,43.4,,0,0,0,16.3,7,23,11,0,31.0,77.4,53.0,,50.5,0.0,0,5,36,0.0,0,664,0,36,95.6,635,7.1,47,46.6,83,3,92.9,617,426,127,3.5,11.8,0.67
Antonio Bryant,1070,WR,TB,13,13.9,0,47.0,,0,0,0,13.3,6,26,30,0,42.4,78.0,65.1,,64.8,0.0,0,10,42,0.0,0,449,1,39,95.1,427,10.2,46,47.8,83,4,89.8,403,600,135,3.5,15.4,1.41
Visanthe Shiancoe,1406,TE,MIN,18,8.5,3,73.5,,0,0,0,10.3,7,43,18,0,46.8,80.5,77.7,73.6,83.9,74.4,355,0,27,7.5,36,477,5,61,87.4,417,13.6,65,136.0,83,12,11.3,54,660,237,3.9,10.8,1.58
Dwayne Bowe,3639,WR,KC,11,11.7,5,56.6,,0,0,0,16.1,9,31,16,1,29.3,36.4,67.6,66.4,67.1,0.0,0,1,41,0.2,1,439,2,47,92.3,405,14.6,64,89.9,83,4,85.4,375,589,168,3.6,12.5,1.45
Tim Hightower,4463,HB,ARZ,18,-0.2,7,84.1,,0,0,0,11.5,9,25,1,0,47.0,41.0,53.5,71.8,55.8,0.0,0,0,23,20.5,111,541,0,69,75.8,410,4.3,23,90.9,82,0,1.3,7,476,509,7.4,6.9,1.16
Michael Crabtree,4933,WR,SF,11,11.1,9,58.5,,0,0,0,9.4,5,27,28,1,56.9,36.4,71.7,,70.6,0.0,0,3,50,0.0,0,417,1,48,95.4,398,11.8,49,75.5,82,2,88.0,367,625,202,4.2,13.0,1.57
Malcom Floyd,2044,WR,SD,17,16.9,5,60.8,,0,0,0,7.7,4,37,27,0,63.9,79.1,83.7,,81.6,0.0,0,3,53,0.0,0,404,2,48,97.0,392,15.1,61,83.6,79,1,84.9,343,806,141,2.9,16.8,2.06
John Carlson,4352,TE,SEA,16,7.3,1,63.3,,0,0,1,7.4,4,26,29,0,65.6,79.5,60.3,44.9,53.1,70.3,434,2,38,11.5,71,617,5,50,85.3,526,19.9,123,101.9,79,7,3.2,20,532,240,4.8,10.6,1.01
Todd Heap,801,TE,BLT,18,8.9,7,72.2,,0,0,0,5.0,3,36,3,0,76.1,80.2,80.6,80.4,74.6,43.3,261,5,31,19.7,119,603,4,57,75.5,455,38.1,230,94.3,79,6,3.5,21,628,212,3.7,11.0,1.38
Jermichael Finley,4405,TE,GB,14,8.6,6,78.2,,0,0,0,6.2,4,36,12,0,71.5,80.6,81.9,60.5,84.4,43.2,153,0,62,4.5,16,354,1,61,90.1,319,33.9,120,133.2,78,5,20.3,72,845,377,6.2,13.9,2.65
Deion Branch,1072,WR,SEA,14,10.0,1,60.0,,0,0,0,10.0,5,17,29,1,53.9,48.0,55.4,,54.8,0.0,0,6,35,0.0,0,464,1,45,95.9,445,33.2,154,51.9,75,2,66.8,310,437,193,4.3,9.7,0.98
Johnny Knox,5064,WR,CHI,15,11.4,4,60.0,,0,0,0,8.2,4,22,6,0,61.9,78.8,66.7,,65.8,0.0,0,6,68,0.0,0,383,1,45,94.0,360,6.0,23,70.3,75,5,94.0,360,527,179,4.0,11.7,1.46
Reggie Bush,2947,HB,NO,17,1.8,8,76.0,,0,0,0,3.4,2,22,20,0,83.1,52.2,68.5,66.7,76.3,0.0,0,0,29,11.4,41,361,0,57,85.6,309,8.3,30,107.1,75,4,13.3,48,430,367,6.4,7.5,1.39
Mark Clayton,2239,WR,BLT,16,16.2,5,47.3,,0,0,0,5.4,2,26,3,1,66.3,31.5,63.4,,61.5,0.0,0,4,54,0.0,0,513,3,35,95.5,490,19.7,101,56.3,74,2,80.3,412,502,96,2.7,14.3,1.02
Jeremy Shockey,1021,TE,NO,16,9.4,4,74.3,,0,0,0,3.5,2,32,20,0,75.0,80.0,82.3,71.5,85.7,57.7,240,3,66,18.8,78,416,4,55,77.6,323,28.1,117,105.0,74,5,11.1,46,627,165,3.0,11.4,1.94
Ted Ginn Jr.,3625,WR,MIA,16,16.4,1,52.1,,0,0,0,20.8,10,25,17,0,28.5,79.3,61.2,,60.9,0.0,0,2,53,0.0,0,356,2,38,96.3,343,7.6,27,64.5,73,1,92.4,329,454,54,1.4,11.9,1.32
Josh Morgan,4488,WR,SF,16,7.7,9,71.2,,0,0,0,7.1,4,20,28,0,66.8,80.5,59.4,,58.1,0.0,0,2,61,0.0,0,549,6,52,96.2,528,43.7,240,93.8,73,3,56.3,309,527,247,4.8,10.1,1.0
Joseph Addai,2975,HB,IND,18,1.7,15,84.9,,0,0,0,6.1,4,21,14,0,70.8,72.7,65.2,78.7,70.8,0.0,0,1,25,20.6,104,506,0,62,76.5,387,3.8,19,99.5,73,3,3.4,17,436,396,6.4,7.0,1.13
Patrick Crayton,1932,WR,DAL,18,9.4,7,58.3,,0,0,0,8.7,4,30,9,0,60.5,36.3,67.1,,64.2,0.2,1,3,80,0.0,0,444,0,42,94.8,421,72.5,322,95.4,72,5,27.3,121,673,298,7.1,16.0,1.6
Mike Wallace,5007,WR,PIT,16,19.2,2,54.9,,0,0,0,9.3,4,29,25,1,57.0,33.3,68.7,68.2,67.9,0.2,1,3,60,0.2,1,476,2,39,93.1,443,22.5,107,102.8,71,6,77.3,368,756,137,3.5,19.4,1.71
Kenny Britt,4953,WR,TEN,16,13.5,9,60.0,,0,0,0,8.7,4,35,31,1,59.1,30.7,76.2,,75.1,0.0,0,3,57,0.0,0,389,2,42,96.9,377,4.9,19,90.2,70,3,95.1,370,701,179,4.3,16.7,1.86
Bobby Wade,1448,WR,KC,12,9.2,3,52.9,,0,0,0,17.8,8,17,16,0,29.9,78.6,57.3,,55.6,0.0,0,2,25,0.0,0,390,1,37,93.1,363,47.2,184,65.6,70,2,51.0,199,367,124,3.4,9.9,1.01
Hakeem Nicks,4952,WR,NYG,14,10.7,9,67.1,,0,0,0,4.1,2,32,21,2,63.8,50.3,75.8,,74.4,0.0,0,2,68,0.0,0,363,0,47,94.8,344,4.1,15,121.7,70,6,95.9,348,790,434,9.2,16.8,2.3
Greg Camarillo,2523,WR,MIA,16,10.7,2,72.5,,0,0,0,0.0,0,29,17,0,90.4,79.2,70.3,,68.9,0.0,0,3,29,0.0,0,420,2,50,95.7,402,43.3,182,77.7,69,0,56.4,237,552,122,2.4,11.0,1.37
Eddie Royal,4356,WR,DEN,14,9.2,5,53.6,,0,0,0,2.6,1,23,10,0,81.5,78.0,64.8,,65.4,0.0,0,1,20,0.0,0,365,1,37,96.2,351,17.0,62,61.6,69,0,83.0,303,345,128,3.5,9.3,0.98
Robert Meachem,3643,WR,NO,19,15.8,8,72.1,,0,0,0,0.0,0,32,20,2,90.4,25.6,76.6,67.3,74.1,0.0,0,0,54,0.2,1,430,1,49,95.8,412,23.5,101,147.5,68,9,76.5,329,747,189,3.9,15.2,1.81
Kevin Walter,1549,WR,HST,14,9.6,0,77.9,,0,0,0,1.9,1,33,13,0,87.2,80.3,68.3,19.0,67.6,1.5,7,3,41,1.0,5,477,3,53,96.4,460,14.3,68,95.5,68,2,83.6,399,611,136,2.6,11.5,1.33
Steven Jackson,1745,HB,SL,15,-0.9,8,75.0,,0,0,2,5.6,3,16,26,0,66.5,80.9,62.3,67.4,62.6,0.0,0,3,38,22.4,108,482,3,51,73.7,355,4.4,21,66.1,68,0,3.7,18,325,392,7.7,6.4,0.92
Maurice Jones-Drew,3005,HB,JAX,16,1.1,7,80.3,,0,0,0,1.9,1,16,15,0,88.4,80.5,74.5,87.0,81.9,0.0,0,1,19,29.3,144,492,1,53,67.7,333,0.8,4,89.0,66,1,2.6,13,374,384,7.2,7.1,1.12
Matt Forte,4358,HB,CHI,16,-0.3,11,86.4,,0,0,0,5.0,3,17,6,1,70.3,35.4,46.5,50.8,57.9,0.0,0,1,37,28.1,154,548,1,57,69.0,378,2.9,16,90.7,66,0,5.7,31,481,522,9.2,8.4,1.27
Antwaan Randle El,1069,WR,WAS,16,7.2,2,75.8,,0,0,0,10.7,6,33,32,1,59.1,39.1,70.2,37.2,69.1,0.0,0,0,44,0.0,0,405,0,50,96.3,390,85.2,345,98.8,66,0,14.6,59,532,209,4.2,10.6,1.36
Chester Taylor,1182,HB,MIN,18,-0.3,3,75.4,,0,0,0,9.3,5,19,18,0,57.4,59.0,51.5,74.0,64.2,0.7,2,1,33,19.2,59,307,0,49,76.9,236,3.6,11,90.7,65,1,4.6,14,423,439,9.0,8.6,1.79
James Jones,3694,WR,GB,17,10.5,4,53.8,,0,0,1,22.2,10,17,12,0,28.0,77.6,55.6,,54.5,0.0,0,2,74,0.0,0,473,2,35,93.2,441,7.4,35,96.3,65,6,92.6,438,490,225,6.4,14.0,1.11
Fred Davis,4362,TE,WAS,16,5.4,12,73.8,,0,0,0,15.8,9,31,32,0,35.7,79.0,69.4,64.3,71.0,88.0,352,5,29,13.5,54,400,3,48,83.3,333,9.8,39,95.0,65,6,2.3,9,509,284,5.9,10.6,1.53
Kevin Boss,3769,TE,NYG,15,9.2,6,64.6,,0,0,0,2.3,1,26,21,0,84.0,78.7,82.5,59.1,70.9,69.6,390,1,35,20.0,112,560,2,42,76.3,427,20.5,115,111.5,65,5,5.4,30,567,234,5.6,13.5,1.33
Chansi Stuckey,3851,WR,CLV,15,8.6,4,46.9,,0,0,0,21.1,8,21,8,0,28.5,77.0,57.0,,54.4,0.3,1,3,40,0.0,0,291,0,30,97.6,284,79.7,232,52.7,64,2,19.9,58,318,128,4.3,10.6,1.12
Brandon Gibson,5118,WR,SL,10,11.3,5,53.1,,0,0,1,10.5,4,23,26,2,53.9,21.7,63.4,66.0,62.8,0.6,2,2,23,0.3,1,313,2,34,96.2,301,2.9,9,61.5,64,1,96.5,302,353,100,2.9,10.4,1.17
Chris Johnson,4338,HB,TEN,16,-0.9,11,79.4,,0,0,0,10.7,6,18,31,0,52.6,74.9,73.5,56.2,60.1,0.0,0,1,69,20.6,99,480,2,50,76.9,369,1.5,7,103.9,63,2,1.0,5,503,568,11.4,10.1,1.36
Bo Scaife,2396,TE,TEN,14,6.7,4,71.4,,0,0,1,4.3,2,24,31,1,76.5,33.3,69.9,58.6,65.5,57.5,204,1,27,6.8,24,355,3,45,90.4,321,34.1,121,89.4,63,1,1.4,5,440,205,4.6,9.8,1.37
Frank Gore,2282,HB,SF,14,-0.1,3,85.2,,0,0,0,1.9,1,13,28,0,87.2,62.5,61.4,65.9,71.1,0.0,0,1,48,26.7,121,454,0,52,70.0,318,3.7,17,104.0,61,3,3.5,16,406,429,8.3,7.8,1.28
Danny Amendola,4717,WR,SL,14,4.8,3,70.5,,0,0,0,6.5,3,21,26,1,69.3,49.4,58.6,,58.0,0.3,1,3,25,0.0,0,321,1,43,96.3,309,92.2,296,68.1,61,1,7.5,24,326,201,4.7,7.6,1.06
Justin Gage,1452,WR,TEN,12,14.9,0,46.7,,0,0,0,17.6,6,22,31,0,30.4,76.3,63.9,66.4,62.4,0.0,0,1,49,0.3,1,348,2,28,96.6,336,53.4,186,77.3,60,3,46.6,162,383,70,2.5,13.7,1.14
Mike Thomas,5030,WR,JAX,14,5.3,5,81.4,,0,0,0,2.0,1,28,15,0,85.4,81.1,70.2,,71.5,0.0,0,1,28,0.0,0,294,3,48,95.6,281,74.5,219,97.2,59,1,25.5,75,453,226,4.7,9.4,1.61
Adrian Peterson,3623,HB,MIN,18,0.4,11,78.0,,0,0,0,13.2,7,19,18,1,35.6,32.7,63.4,78.0,43.8,0.0,0,0,63,18.3,72,393,1,46,76.8,302,0.5,2,99.8,59,0,2.8,11,469,481,10.5,10.2,1.55
Jason Avant,3054,WR,PHI,17,11.5,3,74.1,,0,0,0,2.3,1,28,24,1,77.0,34.1,71.7,68.4,69.5,0.4,2,2,58,0.6,3,483,1,43,93.8,453,87.6,423,111.2,58,3,11.6,56,619,215,5.0,14.4,1.37
Fred Jackson,3368,HB,BUF,16,-0.8,14,79.3,,0,0,0,6.1,3,20,4,0,70.8,74.4,69.4,31.4,81.0,0.0,0,1,21,26.5,103,388,1,46,70.9,275,4.4,17,97.4,58,2,3.1,12,368,422,9.2,8.0,1.34
Julian Edelman,5156,WR,NE,12,4.1,10,74.1,,0,0,0,8.5,4,23,19,0,61.2,78.9,69.5,,68.9,0.0,0,0,29,0.0,0,280,0,43,93.6,262,75.7,212,110.1,58,3,23.6,66,403,289,6.7,9.4,1.54
Sammie Stroughter,5157,WR,TB,13,8.1,4,53.4,,0,0,0,11.4,4,20,30,0,58.7,76.6,68.4,,68.0,0.0,0,6,35,0.0,0,258,1,31,95.7,247,78.3,202,35.7,58,1,21.7,56,319,135,4.4,10.3,1.29
Randy McMichael,1114,TE,SL,16,7.0,1,58.6,,0,0,0,17.1,7,15,26,0,30.5,28.8,56.3,73.4,40.0,76.9,333,2,35,15.2,66,433,3,34,80.4,348,16.9,73,66.2,58,1,2.5,11,332,146,4.3,9.8,0.95
Dennis Northcutt,605,WR,DET,15,9.1,1,60.7,,0,0,0,12.8,5,18,11,0,46.4,77.4,56.7,,55.8,0.0,0,3,47,0.0,0,403,1,34,95.0,383,75.4,304,62.2,56,1,24.6,99,348,114,3.4,10.2,0.91
Kevin Smith,4378,HB,DET,13,0.6,3,72.7,,0,0,0,9.1,4,16,11,0,58.7,59.9,56.2,77.0,64.3,0.0,0,1,63,23.3,87,373,1,40,75.1,280,1.6,6,92.2,55,1,1.1,4,409,393,9.8,10.2,1.46
Kevin Faulk,470,HB,NE,16,1.5,4,78.2,,0,0,0,8.5,4,14,19,0,61.2,87.8,62.4,73.5,58.4,0.0,0,0,38,14.1,56,397,1,43,79.8,317,9.3,37,98.3,55,1,10.3,41,338,303,7.0,7.9,1.07
Pierre Thomas,4080,HB,NO,17,-1.6,25,92.7,,0,0,0,0.0,0,16,20,1,90.5,68.7,77.7,36.9,87.3,0.0,0,0,38,11.4,28,245,1,51,83.7,205,0.8,2,122.2,55,4,3.7,9,413,517,10.1,8.1,2.01
Darren Sproles,2347,HB,SD,17,-0.7,8,87.3,,0,0,1,4.0,2,21,27,0,78.8,89.3,60.3,67.7,78.3,0.0,0,0,81,21.0,62,295,2,48,75.6,223,0.7,2,130.8,55,4,9.2,27,527,589,12.3,11.0,2.36
Donald Lee,1465,TE,GB,17,5.3,2,68.5,,0,0,1,15.9,7,10,12,0,30.4,78.0,52.5,58.1,42.1,68.5,300,1,19,12.3,54,438,4,37,82.2,360,21.9,96,77.7,54,1,4.6,20,260,143,3.9,7.0,0.72
Brian Hartline,5031,WR,MIA,16,13.4,1,57.4,,0,0,0,8.8,3,26,17,0,59.9,77.8,74.0,,74.7,0.0,0,4,67,0.0,0,256,3,31,95.7,245,28.5,73,76.6,54,3,71.5,183,506,185,6.0,16.3,2.07
Owen Daniels,3043,TE,HST,8,8.2,3,75.5,,0,0,0,2.4,1,28,13,1,82.6,44.0,80.9,49.7,88.5,84.3,236,1,44,12.5,35,280,2,40,85.4,239,8.6,24,129.4,53,5,3.2,9,519,235,5.9,13.0,2.17
Steve Slaton,4403,HB,HST,11,0.8,7,83.0,,0,0,0,2.2,1,22,13,2,84.7,22.9,60.6,44.0,78.2,0.0,0,0,38,26.4,78,295,0,44,71.9,212,2.4,7,124.6,53,4,9.8,29,417,463,10.5,9.5,1.97
Jamaal Charles,4387,HB,KC,15,2.7,3,76.9,,0,0,0,4.8,2,11,16,0,68.0,68.7,80.0,66.9,59.5,0.0,0,0,49,20.1,79,394,0,40,74.4,293,6.6,26,96.4,52,1,4.1,16,297,243,6.1,7.4,1.01
David Anderson,3196,WR,HST,16,6.5,2,73.1,,0,0,0,2.6,1,22,13,0,81.5,77.7,69.2,70.1,67.2,0.7,2,2,27,1.0,3,295,0,38,96.6,285,83.1,245,76.6,52,0,16.3,48,370,145,3.8,9.7,1.3
Dave Thomas,3031,TE,NO,18,5.2,5,75.0,,0,0,0,0.0,0,21,20,0,90.1,78.2,77.2,65.7,72.4,42.0,168,1,37,22.0,88,400,4,39,74.3,297,22.0,88,94.8,52,1,9.0,36,397,218,5.6,10.2,1.34
Brandon Pettigrew,4943,TE,DET,11,7.5,4,59.6,,0,0,0,16.2,6,21,11,0,32.7,76.6,69.0,45.0,64.5,85.6,279,3,30,20.2,66,326,5,31,75.8,247,6.4,21,68.9,52,2,0.6,2,354,203,6.5,11.4,1.43
Anthony Fasano,2998,TE,MIA,14,9.7,1,60.8,,0,0,1,8.8,3,22,17,2,60.5,21.3,75.4,66.8,52.4,68.8,318,2,27,28.4,131,462,2,31,69.0,319,28.1,130,77.2,51,2,0.2,1,339,129,4.2,10.9,1.06
Justin Forsett,4547,HB,SEA,16,-1.4,11,80.4,,0,0,0,6.8,3,12,29,1,66.5,73.2,69.3,66.6,71.7,0.0,0,2,47,22.7,75,330,0,41,75.5,249,0.3,1,85.5,51,1,4.5,15,350,417,10.2,8.5,1.41
LeSean McCoy,4976,HB,PHI,17,-1.9,7,82.0,,0,0,0,10.9,5,13,24,0,60.4,64.4,53.3,62.2,52.3,0.0,0,0,45,21.4,91,425,1,41,72.7,309,7.1,30,93.1,50,0,5.9,25,317,413,10.1,7.7,1.03
Ricky Williams,440,HB,MIA,16,1.2,2,71.4,,0,0,0,14.6,6,9,17,1,37.9,51.2,55.4,74.4,42.7,0.0,0,2,59,30.1,100,332,0,35,66.6,221,4.8,16,80.7,49,2,3.0,10,264,277,7.9,7.5,1.19
Mark Bradley,2256,WR,TB,13,11.2,2,49.0,,0,0,0,25.0,8,11,30,0,27.6,76.2,52.9,,51.3,0.0,0,2,50,0.0,0,285,2,24,92.6,264,27.4,78,66.7,49,2,71.6,204,320,117,4.9,13.3,1.21
Marcedes Lewis,2973,TE,JAX,15,12.8,5,65.3,,0,0,0,11.1,4,20,15,1,43.4,37.3,86.0,70.8,71.5,82.0,364,1,47,27.9,124,444,3,32,70.0,311,10.6,47,105.7,49,2,2.3,10,518,162,5.1,16.2,1.67
Chaz Schilens,4540,WR,OAK,8,12.8,2,59.2,,0,0,2,9.4,3,17,23,0,58.0,76.5,66.4,,63.0,0.0,0,2,25,0.0,0,290,3,29,93.1,270,30.0,87,79.0,49,2,70.0,203,365,61,2.1,12.6,1.35
Will Heller,1623,TE,DET,16,7.5,0,61.7,,0,0,1,12.1,4,17,11,0,38.8,76.3,58.3,63.3,49.0,87.5,335,2,24,23.8,91,383,4,29,74.4,285,4.7,18,83.3,47,3,0.5,2,296,138,4.8,10.2,1.04
Kelley Washington,1380,WR,BLT,17,10.0,5,74.5,,0,0,0,7.9,3,28,3,0,71.1,77.5,71.0,,68.5,0.0,0,0,28,0.0,0,366,1,35,94.3,345,85.0,311,117.5,47,2,15.0,55,442,122,3.5,12.6,1.28
Sam Aiken,1439,WR,NE,13,14.2,4,44.7,,0,0,0,8.7,2,12,19,0,71.5,74.6,61.4,,57.9,0.0,0,3,81,0.0,0,290,2,21,93.8,272,23.1,67,56.3,47,2,76.9,223,331,200,9.5,15.8,1.22
Tony Scheffler,3006,TE,DEN,15,10.0,2,67.4,,0,0,0,6.1,2,19,10,0,68.1,76.6,75.2,73.0,72.3,47.7,133,2,52,13.3,37,279,2,31,83.2,232,33.0,92,92.3,46,2,19.0,53,416,190,6.1,13.4,1.79
Dante Rosario,3771,TE,CAR,14,8.5,0,57.8,,0,0,0,7.1,2,19,5,0,65.2,75.9,69.2,57.3,62.8,39.5,130,1,26,13.7,45,329,1,26,83.6,275,46.5,153,84.8,45,2,6.7,22,313,132,5.1,12.0,1.14
Jerome Harrison,3090,HB,CLV,14,-0.9,2,75.6,,0,0,0,15.0,6,11,8,0,37.7,67.7,47.8,61.1,47.3,0.0,0,0,18,30.5,91,298,0,34,68.5,204,2.3,7,100.2,45,2,3.4,10,220,260,7.6,6.5,1.08
Isaac Bruce,80,WR,SF,9,11.8,0,47.7,,0,0,1,16.0,4,13,28,0,39.1,75.2,63.8,,63.1,0.5,1,2,50,0.0,0,220,1,21,95.5,210,23.2,51,47.9,44,0,76.4,168,264,63,3.0,12.6,1.26
Josh Reed,1043,WR,BUF,14,8.0,3,61.4,,0,0,0,10.0,3,18,4,0,53.4,76.5,67.9,,67.1,0.0,0,4,29,0.0,0,278,1,27,96.4,268,87.8,244,50.5,44,1,12.2,34,291,106,3.9,10.8,1.09
Michael Clayton,1736,WR,TB,12,13.6,1,36.4,,0,0,0,23.8,5,11,30,0,28.6,73.6,53.3,,51.5,0.0,0,5,47,0.0,0,412,2,16,93.7,386,27.7,114,22.2,44,1,72.3,298,230,39,2.4,14.4,0.6
Benjamin Watson,1753,TE,NE,17,12.6,1,68.2,,0,0,1,11.8,4,20,19,0,49.8,76.6,64.9,59.4,60.1,43.8,196,1,36,11.6,52,447,4,30,82.3,368,43.8,196,125.9,44,5,11.0,49,407,87,2.9,13.6,1.11
Maurice Stovall,3035,WR,TB,11,13.3,1,55.8,,0,0,0,11.1,3,16,30,0,51.8,75.3,63.4,,61.9,0.3,1,5,38,0.0,0,319,1,24,96.6,308,16.3,52,51.9,43,1,83.4,266,363,95,4.0,15.1,1.18
Chris Cooley,1802,TE,WAS,7,6.8,5,70.7,,0,0,0,3.3,1,17,32,1,77.4,27.3,74.8,61.4,74.9,77.0,161,0,25,12.9,27,209,0,29,85.2,178,16.7,35,111.0,41,2,3.8,8,332,178,6.1,11.4,1.87
Devin Thomas,4348,WR,WAS,14,11.2,11,61.0,,0,0,0,13.8,4,16,32,0,45.7,76.8,65.4,,64.7,0.0,0,1,40,0.0,0,309,0,25,95.5,295,10.4,32,100.2,41,3,89.6,277,325,162,6.5,13.0,1.1
